,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Video Time_2,Result2,comment,ResultOld,Bounce (x)Old,Bounce (y)Old,Hit (x)Old,Hit (y)Old,Bounce (x)2,Bounce (y)2,Hit (x)2,Hit (y)2
337,Player,2,return,Forehand,Slice,80,96,0,0,no_mans_land,ad,near,-3.40903,3.237416,no_mans_land,deuce_alley,far,-4.701725,24.550755,1.09708,down the line,In,False,15:07:21,8192.02002,0,2328.02002,,,,,,,,,,,
338,Opponent,3,serve_plus_one,Forehand,Flat,97,96,0,0,no_mans_land,ad,far,2.780884,20.654911,no_mans_land,ad,near,-2.851303,0.524988,0.703634,inside out,In,False,15:07:24,8194.320068,0,2330.320068,,,,,,,,,,,
339,Player,4,return_plus_one,Backhand,Topspin,63,96,0,0,service_box,ad,near,-2.042588,6.177888,no_mans_land,ad,far,4.090679,24.779627,0.917286,cross court,In,False,15:07:25,8195.540039,0,2331.540039,,,,,,,,,,,
340,Opponent,5,in_play,Forehand,Flat,85,96,0,0,no_mans_land,deuce,far,-2.760225,19.678205,no_mans_land,ad,near,-2.377205,-0.369394,0.959736,inside in,In,False,15:07:26,8197.040039,0,2333.040039,,,,,,,,,,,
341,Player,6,in_play,Forehand,Flat,80,96,0,0,service_box,ad,far,1.547216,11.88,out,deuce,far,-2.760926,26.322481,0.764587,down the line,Net,False,15:07:28,8198.23999,0,2334.23999,,,,,,,,,,,
342,Opponent,1,serve,Serve,Flat,149,97,0,0,service_box,ad,far,0.84937,17.109848,out,ad,near,-0.790755,-0.721623,2.526845,down the T,In,False,15:07:53,8224.080078,0,2360.080078,,,,,,,,,,,
343,Player,2,return,Forehand,Slice,67,97,0,0,service_box,deuce,near,0.463622,5.648626,no_mans_land,ad,far,1.04812,24.736654,1.098178,inside in,In,False,15:07:54,8224.820068,0,2360.820068,,,,,,,,,,,
344,Opponent,3,serve_plus_one,Forehand,Topspin,91,97,0,0,no_mans_land,deuce,far,-3.012011,19.263815,no_mans_land,deuce,near,0.277326,1.007096,0.746167,cross court,In,False,15:07:56,8226.320068,0,2362.320068,,,,,,,,,,,
345,Player,4,return_plus_one,Forehand,Topspin,90,97,0,0,no_mans_land,ad,near,-2.170691,4.016423,out,deuce_alley,far,-4.150649,25.972521,1.005882,down the line,In,False,15:07:57,8227.620117,0,2363.620117,,,,,,,,,,,
346,Opponent,5,in_play,Backhand,Topspin,104,97,0,0,service_box,ad,far,2.022582,18.22644,no_mans_land,ad,near,-1.409516,0.013457,0.889163,cross court,In,False,15:07:58,8228.899902,0,2364.899902,,,,,,,,,,,
347,Player,0,in_play,Backhand,Topspin,92,97,0,0,out,deuce,near,0.195317,-2.00122,no_mans_land,ad,far,0.797114,18.485764,1.757489,down the line,Out,False,15:08:01,8232.100098,0,2368.100098,,,,,,,,,,,
348,Opponent,1,serve,Serve,Flat,143,99,0,0,service_box,deuce,far,-3.152835,17.023884,no_mans_land,deuce,near,0.333174,0.269844,2.497772,out wide,In,False,15:08:26,8256.159912,1,2392.159912,,,,,,,,,,,
349,Player,2,return,Forehand,Topspin,79,99,0,0,no_mans_land,ad,near,-0.868372,4.911456,out,deuce_alley,far,-5.152194,25.371737,1.00819,down the line,In,False,15:08:26,8256.97998,1,2392.97998,,,,,,,,,,,
350,Opponent,3,serve_plus_one,Forehand,Topspin,82,99,0,0,no_mans_land,deuce,far,-1.559655,21.185646,no_mans_land,deuce,near,0.596978,1.13428,0.848614,cross court,In,False,15:08:27,8257.919922,1,2393.919922,,,,,,,,,,,
351,Player,4,return_plus_one,Forehand,Slice,60,99,0,0,no_mans_land,ad,near,-0.369368,4.188205,out,deuce,far,-2.422908,25.305941,1.052289,down the line,In,False,15:08:28,8259.139893,1,2395.139893,,,,,,,,,,,
352,Opponent,5,in_play,Forehand,Flat,104,99,0,0,no_mans_land,ad_alley,far,4.168455,19.603292,no_mans_land,ad,near,-0.230294,1.041628,0.934672,inside in,Out,False,15:08:30,8260.959961,1,2396.959961,,,,,,,,,,,
353,Opponent,1,serve,Serve,Flat,151,100,0,0,service_box,ad,far,2.462916,17.810982,no_mans_land,ad,near,-0.880896,-0.03607,2.399235,out wide,In,False,15:09:04,8294.879883,0,2430.879883,,,,,,,,,,,
354,Player,2,return,Backhand,Topspin,67,100,0,0,no_mans_land,deuce,near,0.773915,4.231626,out,ad,far,0.823726,25.717628,1.374147,down the line,In,False,15:09:05,8295.620117,0,2431.620117,,,,,,,,,,,
355,Opponent,3,serve_plus_one,Forehand,Topspin,86,100,0,0,no_mans_land,ad,far,1.710887,19.527977,no_mans_land,deuce,near,1.056067,0.15597,1.089727,down the line,In,False,15:09:07,8297.280029,0,2433.280029,,,,,,,,,,,
356,Player,4,return_plus_one,Backhand,Topspin,89,100,0,0,no_mans_land,ad,near,-1.588957,2.53548,out,ad,far,2.160709,25.94459,0.877363,cross court,In,False,15:09:08,8298.580078,0,2434.580078,,,,,,,,,,,
357,Opponent,5,in_play,Backhand,Flat,99,100,0,0,no_mans_land,ad,far,2.90659,20.023739,no_mans_land,ad,near,-1.898038,0.189291,0.68069,cross court,In,False,15:09:09,8300.0,0,2436.0,,,,,,,,,,,
358,Player,6,in_play,Backhand,Topspin,79,100,0,0,no_mans_land,ad,near,-1.166961,4.443269,no_mans_land,ad,far,3.989067,23.994741,1.071909,cross court,In,False,15:09:11,8301.379883,0,2437.379883,,,,,,,,,,,
359,Opponent,7,in_play,Forehand,Topspin,99,100,0,0,service_box,deuce,far,-3.295407,18.239758,no_mans_land,ad,near,-2.776453,0.520712,0.917947,inside in,In,False,15:09:12,8302.820068,0,2438.820068,,,,,,,,,,,
360,Player,8,in_play,Forehand,Topspin,84,100,0,0,no_mans_land,ad,near,-1.727361,3.545417,no_mans_land,deuce,far,-1.866994,23.296381,1.534998,down the line,In,False,15:09:14,8304.97998,0,2440.97998,,,,,,,,,,,
361,Opponent,9,in_play,Forehand,Flat,85,100,0,0,no_mans_land,ad,far,2.350101,19.743465,no_mans_land,ad,near,-1.085165,1.393347,0.97292,inside out,In,False,15:09:16,8306.399902,0,2442.399902,,,,,,,,,,,
362,Opponent,1,serve,Serve,Flat,123,101,0,0,service_box,deuce,far,-2.51,18.98,no_mans_land,deuce,near,0.41,0.11,2.532639,out wide,Out,False,15:09:45,8335.600098,-2,2471.600098,Out,,In,-2.509124,17.279961,0.411691,0.106189,-2.51,18.98,0.41,0.11
363,Player,0,return,Forehand,Topspin,83,101,0,0,no_mans_land,deuce,near,1.073237,3.121552,no_mans_land,deuce_alley,far,-4.99123,24.440952,1.138867,down the line,In,False,15:09:46,8336.5,-2,2472.5,,,,,,,,,,,
364,Opponent,1,serve,Serve,Flat,124,102,0,0,service_box,deuce,far,-2.033553,18.0228,no_mans_land,deuce,near,0.470647,0.652451,2.294147,down the T,In,False,15:09:56,8346.47998,1,2482.47998,,,,,,,,,,,
365,Player,2,return,Forehand,Topspin,90,102,0,0,no_mans_land,deuce,near,0.919969,2.741577,no_mans_land,deuce,far,-2.921153,24.550283,1.273523,cross court,In,False,15:09:57,8347.379883,1,2483.379883,,,,,,,,,,,
366,Opponent,3,serve_plus_one,Forehand,Topspin,79,102,0,0,no_mans_land,deuce,far,-0.706125,20.355064,no_mans_land,deuce,near,1.456609,-0.164548,0.725326,cross court,In,False,15:09:58,8348.419922,1,2484.419922,,,,,,,,,,,
367,Player,4,return_plus_one,Forehand,Topspin,111,102,0,0,no_mans_land,ad,near,-3.393615,3.256848,out,deuce,far,-1.454531,25.716494,0.83335,down the line,In,False,15:09:59,8349.699951,1,2485.699951,,,,,,,,,,,
368,Opponent,5,in_play,Backhand,Slice,91,102,0,0,service_box,deuce,far,-2.263182,13.254109,no_mans_land,ad,near,-2.979881,1.642831,0.50986,down the line,In,False,15:10:00,8350.97998,1,2486.97998,,,,,,,,,,,
369,Player,6,in_play,FH Volley,Flat,36,102,0,0,service_box,ad,near,-1.978507,9.320211,service_box,deuce,far,-3.324076,18.64403,1.031433,down the line,In,False,15:10:02,8352.340088,1,2488.340088,,,,,,,,,,,
370,Opponent,7,in_play,Backhand,Slice,82,102,0,0,service_box,ad,far,0.978628,18.007423,no_mans_land,ad,near,-1.973708,0.294696,0.61725,cross court,In,False,15:10:02,8353.040039,1,2489.040039,,,,,,,,,,,
371,Player,8,in_play,BH Volley,Flat,36,102,0,0,service_box,ad,near,-1.683361,6.710002,service_box,ad,far,0.978628,19.216211,2.5447,cross court,In,False,15:10:04,8354.419922,1,2490.419922,,,,,,,,,,,
372,Opponent,0,none,Backhand,Topspin,85,103,0,0,service_box,ad,far,0.558703,16.959652,out,ad,near,-0.775246,-1.523604,2.207682,cross court,In,False,15:10:18,8368.659912,-1,2504.659912,,cancelled,,,,,,,,,
373,Player,0,none,Backhand,Topspin,68,103,0,0,service_box,deuce,far,-0.093992,11.88,service_box,ad,far,0.558703,18.16844,1.339445,down the line,Net,False,15:10:20,8370.5,-1,2506.5,,cancelled,,,,,,,,,
374,Opponent,1,serve,Serve,Flat,144,104,0,0,service_box,ad,far,1.36029,14.221036,no_mans_land,ad,near,-0.935733,0.411831,2.514462,down the T,In,False,15:10:34,8384.320068,0,2520.320068,,,,,,,,,,,
375,Player,2,return,Backhand,Topspin,64,104,0,0,service_box,ad,near,-0.627611,7.250284,out,ad,far,2.469508,25.392134,1.9301,cross court,In,False,15:10:35,8385.300049,0,2521.300049,,,,,,,,,,,
376,Opponent,3,serve_plus_one,Forehand,Topspin,96,104,0,0,no_mans_land,deuce,far,-2.665055,19.538786,no_mans_land,ad,near,-1.009686,-0.002546,0.932102,inside in,In,False,15:10:36,8386.800049,0,2522.800049,,,,,,,,,,,
377,Player,4,return_plus_one,Forehand,Flat,80,104,0,0,service_box,ad,near,-1.779333,6.312282,out,deuce,far,-2.411323,25.459984,1.310099,down the line,In,False,15:10:38,8388.159912,0,2524.159912,,,,,,,,,,,
378,Opponent,5,in_play,Backhand,Topspin,96,104,0,0,no_mans_land,ad,far,2.291963,18.657204,no_mans_land,ad,near,-1.232976,1.988757,0.785783,cross court,In,False,15:10:39,8389.540039,0,2525.540039,,,,,,,,,,,
379,Player,6,in_play,Backhand,Topspin,79,104,0,0,no_mans_land,ad,near,-1.619346,4.593774,out,ad,far,3.339832,25.037573,0.853046,cross court,In,False,15:10:40,8390.73999,0,2526.73999,,,,,,,,,,,
380,Opponent,7,in_play,Backhand,Flat,87,104,0,0,service_box,ad,far,1.61756,17.128403,no_mans_land,ad,near,-2.499585,0.749678,0.64286,cross court,In,False,15:10:42,8392.23999,0,2528.23999,,,,,,,,,,,
381,Player,8,in_play,Backhand,Topspin,78,104,0,0,no_mans_land,deuce,near,2.530995,3.591515,out,ad,far,2.599421,24.993406,0.834081,down the line,In,False,15:10:43,8393.379883,0,2529.379883,,,,,,,,,,,
382,Opponent,9,in_play,Forehand,Topspin,76,104,0,0,no_mans_land,deuce,far,-1.515789,18.438148,no_mans_land,deuce,near,1.708705,1.042576,0.818336,cross court,In,False,15:10:44,8394.719971,0,2530.719971,,,,,,,,,,,
383,Player,10,in_play,Forehand,Topspin,63,104,0,0,service_box,ad,near,-2.217948,5.707364,out,deuce,far,-2.858358,26.170938,0.756077,down the line,In,False,15:10:45,8395.939941,0,2531.939941,,,,,,,,,,,
384,Opponent,11,in_play,Backhand,Topspin,81,104,0,0,no_mans_land,ad,far,2.481704,20.207113,no_mans_land,ad,near,-1.281213,-0.505208,0.327993,cross court,In,False,15:10:47,8397.300049,0,2533.300049,,,,,,,,,,,
385,Player,12,in_play,Backhand,Topspin,91,104,0,0,service_box,ad,near,-2.4323,6.406188,no_mans_land,ad_alley,far,4.223657,24.589437,0.94797,down the line,In,False,15:10:48,8398.820068,0,2534.820068,,,,,,,,,,,
386,Opponent,13,in_play,Backhand,Slice,73,104,0,0,no_mans_land,ad,far,0.190126,21.26436,no_mans_land,ad,near,-3.716443,2.847732,0.936189,cross court,In,False,15:10:50,8400.26001,0,2536.26001,,,,,,,,,,,
387,Player,14,in_play,Forehand,Topspin,80,104,0,0,service_box,deuce,near,1.76993,5.979635,no_mans_land,ad,far,0.427041,22.908247,0.466714,inside in,In,False,15:10:51,8402.02002,0,2538.02002,,,,,,,,,,,
388,Opponent,15,in_play,Forehand,Topspin,76,104,0,0,no_mans_land,deuce,far,-0.178856,19.896297,out,deuce,near,1.570829,-0.922419,0.606613,cross court,In,False,15:10:53,8403.199951,0,2539.199951,,,,,,,,,,,
389,Player,16,in_play,Forehand,Topspin,96,104,0,0,no_mans_land,ad,near,-1.873291,4.382237,out,deuce,far,-0.977292,25.942518,0.799738,down the line,In,False,15:10:54,8404.580078,0,2540.580078,,,,,,,,,,,
390,Opponent,17,in_play,Backhand,Topspin,97,104,0,0,service_box,deuce,far,-1.988435,18.102011,no_mans_land,ad,near,-2.190426,0.292851,0.787015,down the line,In,False,15:10:55,8405.840088,0,2541.840088,,,,,,,,,,,
391,Player,18,in_play,Forehand,Topspin,79,104,0,0,service_box,deuce,near,1.43347,5.625414,out,deuce,far,-1.716031,25.576334,0.588099,cross court,In,False,15:10:56,8407.139893,0,2543.139893,,,,,,,,,,,
392,Opponent,19,in_play,Forehand,Topspin,94,104,0,0,no_mans_land,deuce,far,-1.84903,20.387693,no_mans_land,deuce,near,2.153282,-0.066165,0.737888,cross court,In,False,15:10:58,8408.5,0,2544.5,,,,,,,,,,,
393,Player,20,in_play,Forehand,Topspin,73,104,0,0,service_box,ad,near,-1.936673,6.779145,out,deuce,far,-3.065452,25.387133,0.810228,down the line,In,False,15:10:59,8409.620117,0,2545.620117,,,,,,,,,,,
394,Opponent,21,in_play,Backhand,Topspin,73,104,0,0,no_mans_land,ad,far,2.318487,19.237122,no_mans_land,ad,near,-1.163304,3.016186,0.810067,cross court,In,False,15:11:01,8411.300049,0,2547.300049,,,,,,,,,,,
395,Player,22,in_play,Backhand,Topspin,63,104,0,0,service_box,ad,near,-2.688557,7.140079,no_mans_land,ad,far,2.944632,24.618156,1.006426,cross court,In,False,15:11:02,8412.5,0,2548.5,,,,,,,,,,,
396,Opponent,23,in_play,Backhand,Topspin,81,104,0,0,no_mans_land,ad,far,2.400499,19.109447,no_mans_land,ad_alley,near,-4.412457,0.909485,0.728201,down the line,In,False,15:11:03,8414.100098,0,2550.100098,,,,,,,,,,,
397,Player,24,in_play,Backhand,Topspin,88,104,0,0,no_mans_land,ad,near,-1.307842,4.295605,out,ad,far,3.847758,25.409924,1.146998,cross court,In,False,15:11:05,8415.300049,0,2551.300049,,,,,,,,,,,
398,Opponent,25,in_play,Backhand,Flat,97,104,0,0,no_mans_land,ad,far,2.4286,18.32865,no_mans_land,ad,near,-2.576777,0.05346,0.600923,cross court,In,False,15:11:06,8416.639893,0,2552.639893,,,,,,,,,,,
399,Player,26,in_play,Backhand,Topspin,83,104,0,0,service_box,ad,far,0.19673,11.88,no_mans_land,ad,far,4.017866,24.633928,0.844928,cross court,Net,False,15:11:07,8417.780029,0,2553.780029,,,,,,,,,,,
400,Opponent,0,none,Forehand,Topspin,87,105,0,0,service_box,deuce,far,-0.384833,18.257591,out,deuce,near,2.87943,-0.672602,1.315317,cross court,In,False,15:11:52,8462.5,0,2598.5,,,,,,,,,,,
401,Opponent,0,none,Forehand,Topspin,105,106,0,0,no_mans_land,ad,far,0.930497,22.863735,out,deuce,near,0.287417,-0.898997,2.027511,down the line,In,False,15:12:01,8471.620117,0,2607.620117,,,,,,,,,,,
402,Player,1,serve,Serve,Flat,160,107,0,0,service_box,ad,near,-3.290957,6.0261,no_mans_land,ad,far,0.930497,24.072523,2.406538,out wide,In,False,15:12:14,8485.060059,1,2621.060059,,,,,,,,,,,
403,Opponent,2,return,Backhand,Topspin,70,107,0,0,service_box,ad,near,-2.16435,11.88,no_mans_land,ad_alley,near,-4.445476,0.175369,1.058779,down the line,Net,False,15:12:15,8485.919922,1,2621.919922,,,,,,,,,,,
404,Player,1,serve,Serve,Flat,120,108,0,0,service_box,deuce,near,3.327328,6.400204,no_mans_land,deuce,far,-0.718872,23.117918,2.437445,out wide,In,False,15:12:39,8509.679932,1,2645.679932,,,,,,,,,,,
405,Opponent,2,return,Forehand,Flat,100,108,0,0,no_mans_land,ad,far,0.781325,20.16242,no_mans_land,deuce,near,3.680245,-0.237617,1.433291,down the line,In,False,15:12:40,8510.719971,1,2646.719971,,,,,,,,,,,
406,Player,3,serve_plus_one,Backhand,Flat,96,108,0,0,service_box,ad,near,-2.807927,5.580546,no_mans_land,ad,far,0.617625,22.113411,0.602514,cross court,In,False,15:12:42,8512.159912,1,2648.159912,,,,,,,,,,,
407,Player,1,serve,Serve,Flat,165,109,0,0,service_box,deuce,near,0.150177,5.596228,no_mans_land,ad,far,0.830788,24.633047,2.529976,down the T,Out,False,15:13:04,8534.659912,-1,2670.659912,,,,,,,,,,,
408,Player,1,serve,Serve,Flat,138,110,0,0,service_box,ad,near,-3.452228,5.935583,no_mans_land,ad,far,0.954319,24.40616,2.533242,out wide,In,False,15:13:14,8544.419922,0,2680.419922,,,,,,,,,,,
409,Opponent,2,return,Backhand,Slice,69,110,0,0,no_mans_land,ad,far,0.732272,18.357367,no_mans_land,ad_alley,near,-4.711491,1.303602,0.823679,down the line,In,False,15:13:15,8545.620117,0,2681.620117,,,,,,,,,,,
410,Player,3,serve_plus_one,Backhand,Topspin,90,110,0,0,service_box,deuce,near,1.545127,6.119807,no_mans_land,ad,far,1.521926,22.485411,1.468582,down the line,In,False,15:13:16,8547.060059,0,2683.060059,,,,,,,,,,,
411,Opponent,4,return_plus_one,Forehand,Topspin,96,110,0,0,no_mans_land,deuce,far,-1.228499,19.030891,no_mans_land,deuce,near,1.15471,-0.424743,0.713262,cross court,In,False,15:13:18,8548.23999,0,2684.23999,,,,,,,,,,,
412,Player,5,in_play,Forehand,Topspin,90,110,0,0,service_box,deuce,near,1.281562,5.67239,out,deuce,far,-2.089656,25.543642,0.975338,cross court,In,False,15:13:19,8549.379883,0,2685.379883,,,,,,,,,,,
413,Opponent,6,in_play,Forehand,Flat,69,110,0,0,no_mans_land,deuce,far,-2.335492,19.87751,no_mans_land,deuce,near,2.159491,1.244074,0.986745,cross court,In,False,15:13:20,8550.800049,0,2686.800049,,,,,,,,,,,
414,Player,7,in_play,Forehand,Topspin,70,110,0,0,service_box,deuce,near,2.465361,7.442366,no_mans_land,deuce,far,-3.083729,24.922262,0.931496,cross court,In,False,15:13:21,8551.699951,0,2687.699951,,,,,,,,,,,
415,Opponent,8,in_play,Forehand,Topspin,91,110,0,0,no_mans_land,ad,far,2.522349,19.62162,no_mans_land,deuce,near,4.107423,0.043863,1.032591,down the line,In,False,15:13:23,8553.280029,0,2689.280029,,,,,,,,,,,
416,Player,1,serve,Serve,Slice,191,111,0,0,service_box,deuce,near,2.036931,5.83275,no_mans_land,deuce,far,-0.075417,23.667929,1.553977,down the T,In,False,15:13:46,8576.659912,0,2712.659912,,,,,,,,,,,
417,Opponent,2,return,Forehand,Topspin,85,111,0,0,no_mans_land,deuce,far,-0.861559,19.59137,no_mans_land,deuce,near,3.367097,-0.487399,1.171364,cross court,In,False,15:13:47,8577.459961,0,2713.459961,,,,,,,,,,,
418,Player,3,serve_plus_one,Forehand,Topspin,94,111,0,0,service_box,ad,near,-1.629745,6.535429,out,deuce,far,-1.406711,25.106012,1.464898,down the line,In,False,15:13:48,8578.659912,0,2714.659912,,,,,,,,,,,
419,Opponent,4,return_plus_one,Backhand,Slice,68,111,0,0,no_mans_land,deuce,far,-0.445624,20.453566,no_mans_land,ad,near,-1.241928,0.729303,0.164576,down the line,In,False,15:13:49,8579.860107,0,2715.860107,,,,,,,,,,,
420,Player,5,in_play,Forehand,Topspin,86,111,0,0,service_box,deuce,near,2.469681,7.310303,no_mans_land,deuce,far,-0.475383,24.548395,0.763788,cross court,In,False,15:13:51,8581.540039,0,2717.540039,,,,,,,,,,,
421,Opponent,6,in_play,Forehand,Topspin,83,111,0,0,no_mans_land,ad,far,1.58128,18.431299,no_mans_land,deuce,near,2.954991,0.251381,0.594742,down the line,In,False,15:13:52,8582.820068,0,2718.820068,,,,,,,,,,,
422,Player,7,in_play,Backhand,Flat,68,111,0,0,no_mans_land,ad,near,-2.090317,3.7707,service_box,ad,far,0.505418,16.814516,0.640334,cross court,In,False,15:13:54,8584.159912,0,2720.159912,,,,,,,,,,,
423,Opponent,8,in_play,Backhand,Slice,69,111,0,0,service_box,ad,far,1.968854,17.39773,no_mans_land,ad,near,-2.876967,0.379566,0.595357,cross court,In,False,15:13:55,8585.300049,0,2721.300049,,,,,,,,,,,
424,Player,9,in_play,Backhand,Topspin,61,111,0,0,no_mans_land,ad,near,-3.201528,3.918991,service_box,ad,far,2.061142,18.878075,0.606104,cross court,In,False,15:13:56,8586.5,0,2722.5,,,,,,,,,,,
425,Opponent,10,in_play,Backhand,Slice,79,111,0,0,service_box,ad,far,1.930884,15.485512,no_mans_land,ad_alley,near,-4.198547,3.767098,0.551495,down the line,In,False,15:13:57,8588.100098,0,2724.100098,,,,,,,,,,,
426,Opponent,0,none,Forehand,Topspin,87,112,0,0,no_mans_land,ad,near,-0.256499,3.247617,no_mans_land,ad,near,-0.00144,0.127255,2.178513,inside out,Net,False,15:14:16,8606.659912,1,2742.659912,,,,,,,,,,,
427,Opponent,0,none,Forehand,Topspin,70,113,0,0,service_box,deuce,far,-1.268706,15.108196,no_mans_land,ad,near,-0.044955,-0.455477,1.824961,inside in,In,False,15:14:25,8615.379883,0,2751.379883,,,,,,,,,,,
428,Opponent,0,none,Backhand,Topspin,80,114,0,0,service_box,deuce,far,-1.069569,16.206942,out,ad_alley,near,-4.592903,-1.059436,1.159833,down the line,In,False,15:14:38,8629.139893,0,2765.139893,,invalid,,,,,,,,,
429,Player,-1,none,Backhand,Topspin,74,114,0,0,no_mans_land,ad_alley,near,-4.593824,3.899807,service_box,deuce,far,-0.552781,19.155657,1.428463,inside in,Out,False,15:14:40,8630.899902,0,2766.899902,,invalid,,,,,,,,,
430,Opponent,-2,none,Backhand,Topspin,100,114,0,0,no_mans_land,deuce,far,-3.125988,18.515379,no_mans_land,ad,near,-2.693289,0.79346,0.607186,down the line,In,False,15:14:42,8632.26001,0,2768.26001,,invalid,,,,,,,,,
431,Player,-3,none,FH Volley,Flat,38,114,0,0,service_box,deuce,far,-0.77961,11.88,no_mans_land,deuce,far,-3.125988,19.724167,0.4815,cross court,Net,False,15:14:42,8632.899902,0,2768.899902,,invalid,,,,,,,,,
432,Opponent,-1,serve,Serve,Flat,145,115,0,0,service_box,ad,near,-1.5,6.0,service_box,ad,near,-0.16,0.57,2.047423,out wide,In,False,15:15:10,8661.060059,0,2797.060059,In,invalid,Net,-1.546166,11.88,-0.159096,0.568108,-1.5,6.0,-0.16,0.57
433,Opponent,-2,return,Forehand,Topspin,98,115,0,0,no_mans_land,deuce,far,-0.809449,18.990789,service_box,deuce,near,1.919222,9.267241,1.591865,cross court,In,False,15:15:12,8662.179932,0,2798.179932,,invalid,,,,,,,,,
434,Player,-3,serve_plus_one,Forehand,Flat,96,115,0,0,no_mans_land,ad,near,-2.550293,4.019255,no_mans_land,deuce,far,-2.17259,21.954905,1.109755,down the line,In,False,15:15:13,8663.199951,0,2799.199951,,invalid,,,,,,,,,
435,Opponent,-4,return_plus_one,Backhand,Topspin,62,115,0,0,out,ad,far,1.89,23.23,no_mans_land,ad,near,-2.82,0.84,0.813004,cross court,In,False,15:15:14,8664.659912,0,2800.659912,In,invalid,Out,1.892296,24.455776,-2.820625,0.84402,1.89,23.23,-2.82,0.84
436,Player,-5,in_play,Backhand,Flat,85,115,0,0,no_mans_land,ad,near,-1.443313,4.802352,no_mans_land,ad,far,1.780516,22.243702,2.573175,cross court,In,False,15:15:18,8669.120117,0,2805.120117,,invalid,,,,,,,,,
437,Opponent,-6,in_play,Backhand,Topspin,96,115,0,0,service_box,ad,far,0.797332,16.33647,out,ad,near,-3.838696,-2.235129,0.956372,cross court,In,False,15:15:20,8670.580078,0,2806.580078,,invalid,,,,,,,,,
438,Player,-7,in_play,Backhand,Topspin,100,115,0,0,no_mans_land,ad,near,-3.119255,3.744396,out,ad,far,2.239977,25.623365,0.726173,cross court,In,False,15:15:21,8671.939941,0,2807.939941,,invalid,,,,,,,,,
439,Opponent,-8,in_play,Backhand,Slice,62,115,0,0,no_mans_land,ad,far,1.573576,21.080727,no_mans_land,ad_alley,near,-4.436966,-0.046995,0.492337,down the line,In,False,15:15:23,8673.300049,0,2809.300049,,invalid,,,,,,,,,
440,Player,-9,in_play,Forehand,Topspin,91,115,0,0,service_box,ad,near,-1.691623,5.735294,no_mans_land,ad,far,1.850067,24.813002,1.200269,inside out,In,False,15:15:25,8675.300049,0,2811.300049,,invalid,,,,,,,,,
441,Opponent,-10,in_play,Backhand,Topspin,90,115,0,0,no_mans_land,ad,far,1.700434,19.642006,no_mans_land,ad,near,-2.856536,0.320045,0.592602,cross court,In,False,15:15:26,8676.659912,0,2812.659912,,invalid,,,,,,,,,
442,Player,-11,in_play,Backhand,Topspin,68,115,0,0,service_box,ad,far,2.323057,11.88,no_mans_land,ad,far,3.286524,24.433516,1.059208,cross court,Net,False,15:15:27,8678.02002,0,2814.02002,,invalid,,,,,,,,,
443,Player,1,serve,Serve,Flat,200,116,0,0,service_box,ad,near,-4.104915,5.747093,no_mans_land,ad,far,0.815395,24.960323,2.564086,out wide,In,False,15:16:06,8716.399902,1,2852.399902,,,,,,,,,,,
444,Player,1,serve,Serve,Flat,94,117,0,0,service_box,deuce,near,0.677159,5.778296,no_mans_land,deuce,far,-1.372313,22.770277,2.602563,down the T,In,False,15:16:27,8737.860107,0,2873.860107,,,,,,,,,,,
445,Opponent,2,return,Backhand,Flat,108,117,0,0,no_mans_land,ad,far,0.468077,21.560078,out,deuce,near,1.001808,-0.639209,0.808759,inside in,In,False,15:16:28,8738.879883,0,2874.879883,,,,,,,,,,,
446,Player,3,serve_plus_one,Forehand,Topspin,90,117,0,0,service_box,deuce,near,1.634004,6.720218,no_mans_land,deuce,far,-0.627639,24.948126,1.297077,cross court,In,False,15:16:30,8740.419922,0,2876.419922,,,,,,,,,,,
447,Opponent,4,return_plus_one,Forehand,Topspin,96,117,0,0,no_mans_land,deuce,far,-2.047928,18.887651,no_mans_land,deuce,near,2.024742,0.10505,0.692402,cross court,In,False,15:16:31,8741.780029,0,2877.780029,,,,,,,,,,,
448,Player,5,in_play,Forehand,Topspin,67,117,0,0,no_mans_land,deuce,near,0.404663,4.592848,out,deuce,far,-3.221814,25.62319,0.891092,cross court,In,False,15:16:32,8742.899902,0,2878.899902,,,,,,,,,,,
449,Opponent,6,in_play,Forehand,Flat,79,117,0,0,service_box,ad,far,2.342615,15.060276,no_mans_land,deuce,near,0.486967,0.766442,1.28656,down the line,In,False,15:16:34,8744.399902,0,2880.399902,,,,,,,,,,,
450,Player,7,in_play,Backhand,Slice,59,117,0,0,service_box,ad,near,-2.018516,6.937572,no_mans_land,ad,far,3.105999,24.880562,0.854817,cross court,In,False,15:16:35,8745.699951,0,2881.699951,,,,,,,,,,,
451,Opponent,8,in_play,Forehand,Topspin,96,117,0,0,no_mans_land,deuce,far,-2.56478,18.466013,no_mans_land,ad,near,-3.733922,1.366572,0.845251,inside in,In,False,15:16:37,8747.699951,0,2883.699951,,,,,,,,,,,
452,Player,9,in_play,Forehand,Topspin,73,117,0,0,service_box,ad,near,-0.705907,7.272751,out,deuce,far,-2.626427,25.695986,0.876993,down the line,In,False,15:16:38,8748.820068,0,2884.820068,,,,,,,,,,,
